PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True
0012_01,G/734/S,0.3924050632911392,0.002233545054791652,0.0,0.03728928997105398,0.0,0.0,Justie Pooles,False,False,False,False,False,True,False
0014_01,F/3/P,0.34177215189873417,0.08976059188943952,0.004092174554724449,0.0,0.0,0.0,Flats Eccle,False,False,True,False,False,False,False
0015_01,F/4/P,0.3037974683544304,0.0,3.3542414382987286e-05,0.0,0.0,0.026395392201549746,Carry Hughriend,False,False,False,False,False,False,False
0016_01,F/5/P,0.569620253164557,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,False,True,True,False,True,False
0017_01,G/0/P,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,False,False,False,False,True,False
0017_02,F/6/P,0.17721518987341772,0.02875689258044252,0.0,4.256768261535842e-05,0.0,0.028135747731322255,Philda Brighttt,False,False,False,False,False,False,False
0020_01,E/0/S,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,False,False,True,False,True,False
0020_02,E/0/S,0.620253164556962,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,False,False,True,False,False,False
0020_03,E/0/S,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False,False,False,True,False,False,False
0020_04,E/0/S,0.12658227848101267,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,False,False,False,False,True,False
0020_05,E/0/S,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False,False,False,True,True,False,False
0020_06,E/0/S,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,False,False,False,False,True,False
0022_01,D/0/P,0.26582278481012656,0.06840231730299434,6.708482876597457e-05,0.002937170100459731,0.0,0.0,,False,False,True,False,False,True,False
0024_01,C/2/S,0.7848101265822784,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True,True,False,True,False,True,False
0025_01,F/6/S,0.18987341772151897,0.0,0.00754704323617214,0.0,0.044537665119600146,0.0,Karard Brookenson,False,False,False,False,False,True,False
0026_01,C/0/P,0.43037974683544306,0.0015355622251692607,0.2037030825478818,0.0,0.06417350946090682,0.013591347946794846,Anyoni Unconary,False,True,False,False,False,False,False
0028_01,F/8/P,0.5443037974683544,0.07852306833251901,0.0,0.005789204835688745,0.0021420921099607284,0.0,Ceros Mare,False,False,True,False,False,True,False
0030_01,G/4/S,0.4050632911392405,0.0,0.028511052225539193,0.003447982291844032,0.01950196358443413,0.018770977499689222,Ginia Morsentley,False,False,False,False,False,True,False
0031_01,F/9/P,0.5949367088607594,0.014936832553919173,0.0,0.060063000170270726,0.0,0.05092611776405751,Coobix Datie,True,False,True,False,False,True,False
0031_02,F/9/P,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,False,True,False,False,True,False
0031_03,F/9/P,0.25316455696202533,0.0,0.0,0.07449344457687723,0.044180649767940026,0.0,Dontch Datie,True,False,True,False,False,True,False
0034_01,D/1/S,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,True,False,True,False,False,False
0035_01,D/1/P,0.2911392405063291,0.054721853842395474,0.032334887465199746,0.0,0.04244019992859693,0.0,Luse Butte,False,False,True,False,False,False,False
0036_01,F/8/S,0.18987341772151897,0.0,0.016502867876429746,0.002043248765537204,0.0008925383791503035,0.01661625160568516,Marina Leodger,False,False,False,False,False,False,False
0038_01,F/10/S,0.25316455696202533,0.03866824876108048,0.006540770804682521,0.0,0.11629775080328454,0.0,Loise Wheelez,False,False,False,False,False,False,False
0039_01,G/1/P,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False,False,False,True,False,False,False
0041_01,G/2/P,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,False,False,True,False,True,False
0043_01,B/3/P,0.569620253164557,0.0,0.005500955958809915,0.0019155457176911288,0.1120581935023206,0.03542866614179754,Ankalik Cylistrand,False,True,False,False,False,True,False
0044_01,G/3/P,0.6962025316455696,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,False,False,True,False,True,False
0044_02,G/3/P,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,False,False,True,False,False,False
0044_03,G/3/P,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,False,False,True,True,False,False
0045_01,F/10/P,0.26582278481012656,0.06770433447337196,0.0,0.007662182870764515,0.0,0.002651970331081921,Zelowl Chmad,False,False,True,False,False,True,False
0045_02,F/10/P,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,False,True,True,False,True,False
0050_01,E/1/S,0.4430379746835443,0.05514064354016891,0.0,0.0,0.0,0.0,Sony Lancis,False,False,False,False,False,False,False
0051_01,E/2/S,0.7088607594936709,0.0,0.003756750410894576,0.0,0.061540521242413423,0.005262503625740687,Vivia Johnshines,False,False,False,False,False,True,False
0052_01,G/6/S,0.3649105122463968,0.0002791931318489565,0.0,8.513536523071684e-05,0.20898786147804357,0.0,Elaney Hubbarton,False,False,False,False,False,True,False
0053_01,F/11/S,0.31645569620253167,0.0,0.0,0.08249616890856461,0.0,4.1437036423155016e-05,Elson Hickerson,True,False,False,False,False,True,False
0056_01,A/1/S,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,True,False,False,False,True,False
0056_02,A/1/S,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,True,False,True,False,True,False
0056_03,A/1/S,0.34177215189873417,0.019473720946464716,0.020293160701707308,0.1436233611442193,0.01276329882184934,0.00012431110926946505,Zinoces Tractive,True,True,False,False,False,True,False
0058_01,G/7/S,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,False,False,True,True,False,False
0061_01,F/12/S,0.27848101265822783,0.003140922733300761,0.03676248616375406,0.006300017027073046,0.0614512674044984,4.1437036423155016e-05,Shanya Salez,False,False,False,False,False,True,False
0062_01,F/13/S,0.7848101265822784,0.0,0.019857109314728474,0.0,0.000758657622277758,0.0010359259105788754,Sterry Greeves,False,False,False,False,False,True,False
0064_01,F/14/S,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,,True,False,True,True,False,True,False
0064_02,E/3/S,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,False,False,True,False,True,False
0066_01,G/6/P,0.7848101265822784,6.979828296223913e-05,0.005131989400597055,0.008385833475225608,0.0,0.019061036754651307,Diandy Pecketton,False,False,False,False,False,True,False
0067_01,G/10/S,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,False,False,True,True,False,False
0067_02,G/10/S,0.22784810126582278,6.979828296223913e-05,0.00865394291081072,0.018985186446449854,0.0,0.0,Celine Leeves,True,False,False,False,False,True,False
0067_03,F/15/S,0.26582278481012656,0.13582745864451734,0.0012410693321705296,0.0,0.0,0.0009944888741557204,Velyne Leeves,False,False,False,False,False,False,False
0068_01,E/4/S,0.3649105122463968,0.055350038389055625,0.0,8.513536523071684e-05,0.01129061049625134,0.0,Cinst Binie,False,False,True,False,False,True,False
0069_01,F/16/S,0.5316455696202531,0.06191107698750611,0.0,0.00038310914353822576,0.00026776151374509105,0.0,,True,False,False,False,False,True,False
0070_01,F/13/P,0.24050632911392406,0.013261673762825435,0.0,0.0002128384130767921,4.4626918957515175e-05,0.03008328844321054,Meremy Brighttt,False,False,False,False,False,True,False
0071_01,F/14/P,0.21518987341772153,0.001116772527395826,0.07261932713916748,0.0,0.0,0.002154725894004061,Nelly Dillines,False,False,False,False,False,True,False
0072_01,F/17/S,0.17721518987341772,0.0,3.3542414382987286e-05,0.0,0.0,0.04404756971781378,Thell Brantuarez,False,False,False,False,False,True,False
0073_01,D/3/P,0.46835443037974683,0.0032107210162629998,0.002784020393787945,0.03141494977013451,0.0,0.0004972444370778602,Gorn Make,False,False,True,False,True,False,False
0074_01,C/3/S,0.5316455696202531,6.979828296223913e-05,0.28165565357394423,0.0,0.0,0.020967140430116438,Aldibah Mostedry,True,True,False,False,False,True,False
0076_01,F/18/S,0.34177215189873417,0.010260347595449151,0.0,0.04333390090243487,0.0,0.0,Conk Dal,True,False,True,False,False,True,False
0077_01,F/15/P,0.35443037974683544,0.0009771759614713477,0.0,0.05512514898688915,0.0,0.0,Pon Blité,True,False,True,False,False,True,False
0078_01,C/4/S,0.4810126582278481,0.0,0.19588769999664576,0.0,0.014325240985362371,0.4000331496291385,Spuri Pokerheed,False,True,False,False,False,True,False
0081_01,G/13/S,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,False,False,True,False,True,False
0082_01,F/16/P,0.5316455696202531,0.516926083618343,0.0,0.0,0.0,0.0,Totse Datte,False,False,True,False,False,True,False
0082_02,F/16/P,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,False,True,True,False,True,False
0082_03,F/16/P,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,,True,False,True,False,False,True,False
0084_01,G/14/S,0.3037974683544304,0.04802121867802052,0.0,0.0,0.0,0.0007044296191936353,Coren Coopezmaney,True,False,False,False,False,True,False
0085_01,C/5/S,0.5063291139240507,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,True,False,True,False,True,False
0086_01,F/17/P,0.5443037974683544,0.014727437705032456,0.0,0.0,0.028471974294894682,0.021257199685078523,Jodye Kinson,False,False,False,False,False,True,False
0088_01,E/5/S,0.569620253164557,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,False,True,True,True,False,False
0090_01,G/15/S,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,False,False,True,False,True,False
0091_01,G/16/S,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,False,False,True,False,True,False
0091_02,F/20/S,0.34177215189873417,6.979828296223913e-05,0.023379062824942138,0.001319598161076111,0.008389860764012854,0.0,Tinez Yorkland,False,False,False,False,False,True,False
0092_01,G/9/P,0.24050632911392406,0.0,0.0,0.02852034735229014,4.4626918957515175e-05,0.0014088592383872706,Gracy Dunnisey,False,False,False,False,False,True,False
0092_02,G/9/P,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,False,False,True,False,True,False
0092_03,G/9/P,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,False,False,True,False,True,False
0097_01,A/2/S,0.6835443037974683,0.0,0.04051923657464864,0.0,0.00013388075687254553,0.026395392201549746,Alchium Fictful,False,True,False,False,False,True,False
0098_01,G/11/P,0.3291139240506329,0.0,0.028712306711837117,0.0002128384130767921,0.0014280614066404856,0.0,Doria Carezquez,False,False,False,False,False,True,False
0098_02,G/11/P,0.3291139240506329,0.0,0.09428772683057726,0.04073727226289801,0.0,0.0036050221688144865,Leence Carezquez,True,False,False,False,False,True,False
0099_01,F/19/P,0.2911392405063291,0.02170726600125637,0.014322610941535571,0.022390601055678527,0.0016511960014280614,0.0,Aliey Leetersoney,False,False,False,False,True,False,False
0099_02,G/12/P,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,False,False,False,False,True,False
0101_01,G/734/S,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,Book Trad,True,False,True,True,False,True,False
0102_01,F/23/S,0.22784810126582278,0.0,0.0,0.0,0.037040342734737594,0.0037707703145071062,Ritany Holson,False,False,False,False,False,True,False
0103_01,F/24/S,0.3037974683544304,0.0,0.0,0.0,0.0,0.0007044296191936353,Arlen Mclainez,True,False,False,False,False,True,False
0103_02,G/18/S,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,False,False,True,False,False,False
0103_03,G/18/S,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,False,False,True,False,True,False
0105_01,F/21/P,0.34177215189873417,0.0,0.0,0.024263579090754297,8.925383791503035e-05,0.005428251771433307,Carry Cleachrand,False,False,False,False,False,True,False
0107_01,D/2/S,0.26582278481012656,0.1216584072031828,0.00016771207191493645,0.0007236506044610931,0.0,0.0,Coobix Hart,False,False,True,False,False,True,False
0108_01,G/19/S,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,False,False,True,False,True,False
0108_02,G/19/S,0.3924050632911392,0.03922663502477839,0.0,0.013877064532606844,0.0,0.0,,False,False,False,False,False,True,False
0108_03,G/19/S,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,False,False,False,False,True,False
0110_01,G/734/S,0.4050632911392405,0.0,0.013752389897024788,0.0002554060956921505,0.1753391645840771,0.03165789582729043,Graviph Aloubtled,False,True,False,False,False,True,False
0110_02,B/5/P,0.5063291139240507,0.0,0.011102539160768792,0.0,0.0,0.06990428044586251,Aldeba Bootious,False,True,False,False,False,True,False
0110_03,B/5/P,0.5316455696202531,0.15418440706358624,0.3829872874249488,0.0,0.08336308461263835,0.018439481208303982,Alaratz Aloubtled,True,True,False,False,False,True,False
0110_04,B/5/P,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,True,False,True,False,True,False
0111_01,E/6/S,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,True,False,True,False,True,False
0112_01,B/1/S,0.6075949367088608,0.0,0.08509710528963875,0.003703388387536182,0.000758657622277758,0.0005386814735010153,Moth Cowtale,True,True,False,False,False,False,True
0113_01,F/23/P,0.810126582278481,0.0,0.0,0.03422441682274817,0.0,0.0,Idary Carvis,True,False,False,False,False,True,False
0114_01,G/20/S,0.34177215189873417,0.005723459202903608,0.005266159058129004,0.018261535841988762,0.010621206711888612,4.1437036423155016e-05,Maura Beckerson,False,False,False,False,False,True,False
0115_01,F/24/P,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,False,True,False,False,True,False
0116_01,D/4/P,0.4177215189873418,6.979828296223913e-05,0.07456478717338073,0.0,0.0005355230274901821,0.016740562714954627,Alhenah Suptive,True,True,False,False,False,True,False
0119_01,A/0/P,0.49367088607594933,0.0,0.0786234193137222,0.0,0.002900749732238486,0.2858326772469233,Batan Coning,False,False,False,False,False,True,False
0119_02,A/0/P,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,True,False,True,False,True,False
0120_01,F/25/P,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,False,True,True,False,True,False
0122_01,G/21/S,0.3670886075949367,0.0,0.0,0.0,0.03119421635130311,0.003066340695313471,Shelle Hayder,False,False,False,False,False,True,False
0123_01,F/27/P,0.22784810126582278,0.003838905562923152,0.02002482138664341,0.0020858164481525627,0.0,4.1437036423155016e-05,Iree Fielson,False,False,False,False,False,True,False
0126_01,F/27/S,0.8481012658227848,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,False,True,True,False,True,False
0127_01,E/7/S,0.4430379746835443,0.04892859635652963,0.0,0.012600034054146092,0.0,0.0010359259105788754,Miloss Mesty,False,False,True,False,False,True,False
0128_01,D/3/S,0.7721518987341772,0.16423535981014867,0.011203166403917754,0.00038310914353822576,0.014102106390574796,8.287407284631003e-05,Grohs Fles,False,False,True,False,False,True,True
0128_02,E/8/S,0.569620253164557,0.1467857890695889,0.00020125448629792372,0.0,0.0,0.0,Barave Fles,False,False,True,False,False,True,False
0129_01,G/22/S,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,False,False,True,True,False,False
0133_01,F/29/S,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,False,True,True,False,True,False
0133_02,D/5/S,0.45569620253164556,0.19110769875061073,0.0,0.0,0.0,0.0,Egrasp Blie,False,False,True,False,False,True,False
0134_01,G/17/P,0.24050632911392406,0.0,0.000469593801361822,0.031074408309211644,0.0,0.0,Camina Harmontry,True,False,False,False,False,True,False
0136_01,G/23/S,0.5949367088607594,0.006770433447337195,0.014020729212088686,0.00536352800953516,0.0011156729739378794,0.002279037003273526,,False,False,False,False,True,False,False
0138_01,G/18/P,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,False,False,True,False,True,False
0138_02,E/5/P,0.43037974683544306,0.0,0.0007379331164257203,0.0,0.02516958229203856,0.008577466539593088,Monah Gambs,False,False,False,False,False,True,False
0139_01,C/6/S,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,True,False,True,False,False,False
0140_01,G/19/P,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,False,False,True,False,True,False
0140_02,F/29/P,0.3291139240506329,0.030711244503385218,0.0,0.0,0.0,0.019143910827497616,Verney Whitakers,False,False,False,False,False,True,False
0141_01,F/30/P,0.3924050632911392,0.0,0.0,0.004129065213689767,0.0,0.0,Pyrohs Harte,False,False,True,False,False,True,False
0144_01,F/31/S,0.25316455696202533,0.0,0.01408781404085466,0.008939213349225268,0.0,0.0,Guadae Dayers,True,False,False,False,False,True,False
0146_01,G/25/S,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,False,False,False,False,True,False
0147_01,G/26/S,0.6329113924050633,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,False,False,True,False,True,False
0148_01,F/31/P,0.5316455696202531,0.07482375933552035,0.0,0.0004256768261535842,0.0,0.003149214768159781,Corsh Pashe,False,False,True,False,False,True,False
0149_01,G/27/S,0.3649105122463968,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,False,False,True,False,False,False
0151_01,G/20/P,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,False,False,True,False,False,False
0152_01,F/32/P,0.5189873417721519,0.0,0.0,0.0,0.0,0.025152281108855094,Andan Estron,False,False,False,False,False,True,False
0160_01,G/22/P,0.27848101265822783,0.28749912752146295,0.0,0.0,0.0,0.002527659221812456,Gory Atkinney,False,False,False,False,False,True,False
0163_01,B/8/P,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,True,False,True,False,True,False
0163_02,B/8/P,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,True,False,True,False,True,False
0164_01,G/28/S,0.7215189873417721,0.0034899141481119565,0.05661959547848254,0.0,0.0,0.005593999917125927,Fany Hutchinton,True,False,False,False,False,True,False
0164_02,G/28/S,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,False,False,True,True,False,False
0165_01,F/37/P,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,False,True,True,False,True,False
0167_01,F/35/S,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,False,True,True,False,True,False
0167_02,F/35/S,0.34177215189873417,0.09527465624345641,0.0,0.002043248765537204,0.0009817922170653338,0.005676873989972237,Rios Floaf,False,False,True,False,False,True,False
0169_01,G/23/P,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,False,False,True,False,True,False
0170_01,E/10/S,0.3037974683544304,0.0,0.0,0.0,0.009862549089610853,0.023494799651928893,Mollie Mcmahoney,False,False,False,False,False,True,False
0171_01,G/30/S,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,False,False,True,True,False,False
0172_01,G/24/P,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,False,False,True,False,True,False
0173_01,E/11/S,0.7341772151898734,0.0,0.033039278167242475,0.0,0.00022313459478757588,0.0,Hilip Grifford,True,False,False,False,False,True,False
0174_01,F/38/P,0.26582278481012656,0.02003210721016263,0.0,0.0006810829218457347,0.005132095680114245,0.0072514813740521275,Doryn Lambles,False,False,False,False,False,False,False
0177_01,B/2/S,0.4810126582278481,0.0,0.3470298192063865,4.256768261535842e-05,0.6680649767940021,0.08747358388928024,Toperon Iniouser,False,True,False,False,False,True,False
0178_01,D/6/S,0.4810126582278481,0.2382913380330844,0.0,0.0068533969010727055,0.0012495537308104248,0.004931007334355447,Wees Knik,False,False,True,False,False,True,False
0179_01,G/26/P,0.24050632911392406,6.979828296223913e-05,0.0073457887498742155,0.028648050400136214,8.925383791503035e-05,0.0004558074006547052,Elaney Webstephrey,True,False,False,False,False,True,False
0179_02,G/26/P,0.0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,False,False,False,False,True,False
0179_03,G/26/P,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,False,False,False,False,True,False
0181_01,G/27/P,0.25316455696202533,0.0,0.0,0.00012770304784607525,0.013343448768297038,0.0038122073509302616,Nancis Brighttt,False,False,False,False,False,True,False
0182_01,C/3/P,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,True,False,True,False,True,False
0183_01,F/36/S,0.46835443037974683,0.0011865708103580652,0.004897192499916144,0.018133832794142685,0.0,0.009613392450171964,Stany Weaves,True,False,False,False,False,True,False
0186_01,G/28/P,0.31645569620253167,0.004327493543658826,0.0,0.0,0.0,0.039613806820536196,Camiet Shephendry,False,False,False,False,False,True,False
0188_01,G/31/S,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,False,False,True,False,True,False
0189_01,E/8/P,0.620253164556962,0.005863055768828087,0.00010062724314896186,0.017069640728758724,0.009014637629418065,0.004060829569469192,Helly Booters,False,False,False,False,False,False,False
0190_01,G/32/S,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False
0192_01,G/29/P,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,False,False,True,False,True,False
0192_02,G/29/P,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,False,False,False,False,True,False
0192_03,G/29/P,0.49367088607594933,0.0,0.0,0.0004256768261535842,0.04007497322384863,0.0,Lilace Adavisons,False,False,False,False,False,True,False
0193_01,F/41/P,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,False,True,True,False,True,False
0193_02,F/41/P,0.2911392405063291,0.0,0.0,0.00034054146092286734,0.047840057122456266,0.0,Frook Raf,False,False,True,False,False,True,False
0193_03,F/41/P,0.0,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,False,True,False,False,True,False
0195_01,F/42/P,0.49367088607594933,0.028338102882669088,0.0,0.03690618082751575,0.0,0.0,Bar Floaf,True,False,True,False,False,True,False
0196_01,D/5/P,0.31645569620253167,0.07342779367627557,0.0,0.030606163800442704,0.0,0.0002900592549620851,Caper Emead,False,False,True,False,True,False,False
0197_01,C/5/P,0.45569620253164556,0.0,0.032603226780263644,0.0,0.03547840057122456,0.023826295943314132,Astrak Dissper,False,True,False,False,False,True,False
0198_01,G/30/P,0.6582278481012658,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True,False,False,False,True,False,False
0199_01,G/33/S,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,False,False,True,False,True,False
0200_01,G/31/P,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,False,False,True,False,True,False
0201_01,B/3/S,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,True,False,True,False,True,False
0201_02,B/3/S,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,True,False,True,False,True,False
0202_01,B/9/P,0.569620253164557,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,True,False,True,False,False,False
0202_02,A/2/P,0.3649105122463968,0.0,0.08160869419380806,0.0,0.03918243484469833,0.018356607135457673,Vegas Embleng,True,True,False,False,False,False,False
0203_01,C/8/S,0.6455696202531646,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,True,False,True,False,True,False
0205_01,G/34/S,0.3670886075949367,0.0,6.708482876597457e-05,0.0028094670526136556,0.0,0.029213110678324286,Carma Oneiles,False,False,False,False,False,True,False
0206_01,C/9/S,0.3649105122463968,0.00013959656592447826,0.05769295273873813,0.000510812191384301,0.05020528382720457,0.005055318443624912,Nuson Brugashed,True,True,False,False,False,False,False
0207_01,G/32/P,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False,False,False,True,True,False,False
0210_01,D/6/P,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,Arraid Inicont,True,False,False,True,False,False,False
0211_01,F/44/P,0.3670886075949367,0.06295805123193969,3.3542414382987286e-05,0.0058317725183041035,0.0,0.0,Pebuts Appie,True,False,True,False,False,True,False
0211_02,F/44/P,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True,False,True,True,False,True,False
0211_03,F/44/P,0.21518987341772153,0.05918894395197878,0.0,0.013068278562915035,0.008122099250267762,0.0,Picers Date,False,False,True,False,False,True,False
0212_01,E/9/P,0.16455696202531644,0.013401270328749913,0.0,0.0,0.002275972866833274,0.030621969916711556,Inen Workmans,False,False,False,False,False,True,False
